column,gene,median_crc_2d,rank_strongest_dependency,percentile_strongest_dependency
UNC5CL (222643),UNC5CL,-0.0948845283706607,5907.0,68.12736103615758
RASGEF1A (221002),RASGEF1A,-0.0948138126948888,5908.0,68.1219643820831
GNG8 (94235),GNG8,-0.0948110491053269,5909.0,68.11656772800863
ZBTB8A (653121),ZBTB8A,-0.0947733472519873,5910.0,68.11117107393416
KRT35 (3886),KRT35,-0.0947616417275216,5911.0,68.10577441985969
GAS6 (2621),GAS6,-0.094755952419849,5912.0,68.10037776578521
KDELR1 (10945),KDELR1,-0.0947384476206462,5913.0,68.09498111171074
SPOPL (339745),SPOPL,-0.0947222460867517,5914.0,68.08958445763626
COG5 (10466),COG5,-0.094707244934385,5915.0,68.08418780356179
CLDN9 (9080),CLDN9,-0.0946649685497845,5916.0,68.07879114948732
SHISAL2A (348378),SHISAL2A,-0.0946628847364087,5917.0,68.07339449541284
ARSI (340075),ARSI,-0.0946488434787816,5918.0,68.06799784133837
CIDEB (27141),CIDEB,-0.0946271397864674,5919.0,68.0626011872639
TOMM20L (387990),TOMM20L,-0.0946069192103522,5920.0,68.05720453318942
RDH5 (5959),RDH5,-0.0946037826652703,5921.0,68.05180787911496
POLE4 (56655),POLE4,-0.0945863539619329,5922.0,68.04641122504047
SSTR2 (6752),SSTR2,-0.0945695254929312,5923.0,68.04101457096601
FBXO3 (26273),FBXO3,-0.0945390355113703,5924.0,68.03561791689152
SCFD2 (152579),SCFD2,-0.094534141055902,5925.0,68.03022126281707
HPCA (3208),HPCA,-0.0944945794256856,5926.0,68.02482460874258
SRSF5 (6430),SRSF5,-0.0944233755989031,5927.0,68.01942795466812
IL11 (3589),IL11,-0.0943978607811348,5928.0,68.01403130059363
MMEL1 (79258),MMEL1,-0.0943953502398689,5929.0,68.00863464651916
FAM200A (221786),FAM200A,-0.0943835873581159,5930.0,68.00323799244468
PPEF2 (5470),PPEF2,-0.0943833036772313,5931.0,67.99784133837021
STAG1 (10274),STAG1,-0.0943120489540579,5932.0,67.99244468429573
IQCB1 (9657),IQCB1,-0.0942900846254662,5933.0,67.98704803022126
ITM2B (9445),ITM2B,-0.0942022034635257,5934.0,67.98165137614679
CDC14B (8555),CDC14B,-0.0941864380912239,5935.0,67.97625472207231
TASP1 (55617),TASP1,-0.0941554689389161,5936.0,67.97085806799784
FAM117A (81558),FAM117A,-0.0941318750339037,5937.0,67.96546141392336
METTL2A (339175),METTL2A,-0.0941084586650826,5938.0,67.96006475984889
SLC35C1 (55343),SLC35C1,-0.0940778355903924,5939.0,67.95466810577442
RNF25 (64320),RNF25,-0.0940601319644417,5940.0,67.94927145169994
SLC12A3 (6559),SLC12A3,-0.0940553536511306,5941.0,67.94387479762547
PKHD1 (5314),PKHD1,-0.0940303017801368,5942.0,67.93847814355101
H1-1 (3024),H1-1,-0.0940076866504296,5943.0,67.93308148947652
CRHR1 (1394),CRHR1,-0.0939659559045617,5944.0,67.92768483540206
EYA3 (2140),EYA3,-0.093933867172245,5945.0,67.92228818132757
CAMSAP2 (23271),CAMSAP2,-0.0939043693817664,5946.0,67.91689152725311
ANKRD35 (148741),ANKRD35,-0.0938585659711508,5947.0,67.91149487317863
RALA (5898),RALA,-0.0938412419066462,5948.0,67.90609821910417
FADS3 (3995),FADS3,-0.0937962994244953,5949.0,67.90070156502968
ACKR1 (2532),ACKR1,-0.0937166104283346,5950.0,67.89530491095522
RGS13 (6003),RGS13,-0.0936925353221797,5951.0,67.88990825688073
NME4 (4833),NME4,-0.0936415386060655,5952.0,67.88451160280627
TMEM229B (161145),TMEM229B,-0.093635196155372,5953.0,67.87911494873178
OSBPL1A (114876),OSBPL1A,-0.093632907885073,5954.0,67.87371829465731
RND2 (8153),RND2,-0.0935526462933223,5955.0,67.86832164058283
DEPTOR (64798),DEPTOR,-0.093526153107171,5956.0,67.86292498650836
OR2B6 (26212),OR2B6,-0.0935156906843759,5957.0,67.85752833243389
KRTAP5-5 (439915),KRTAP5-5,-0.093503926792413,5958.0,67.85213167835941
XPNPEP1 (7511),XPNPEP1,-0.0934915411699627,5959.0,67.84673502428494
MCHR1 (2847),MCHR1,-0.0934408203725487,5960.0,67.84133837021047
AKR1D1 (6718),AKR1D1,-0.0934042482847165,5961.0,67.83594171613599
ALMS1 (7840),ALMS1,-0.0933890305324301,5962.0,67.83054506206152
CAMK2G (818),CAMK2G,-0.0933873882328984,5963.0,67.82514840798704
WDR47 (22911),WDR47,-0.0933715794435285,5964.0,67.81975175391257
LLGL1 (3996),LLGL1,-0.0933686681369204,5965.0,67.81435509983811
ZNF330 (27309),ZNF330,-0.0933591487098,5966.0,67.80895844576362
EBPL (84650),EBPL,-0.0933042313289086,5967.0,67.80356179168916
C4orf50 (389197),C4orf50,-0.0932921569063553,5968.0,67.79816513761467
IQCF2 (389123),IQCF2,-0.0932695816478609,5969.0,67.79276848354021
ST3GAL3 (6487),ST3GAL3,-0.0932588289330436,5970.0,67.78737182946573
EXT2 (2132),EXT2,-0.0932236214979226,5971.0,67.78197517539127
RNF115 (27246),RNF115,-0.0931828735326469,5972.0,67.77657852131678
MPPED1 (758),MPPED1,-0.0931802402223261,5973.0,67.77118186724232
CAPRIN1 (4076),CAPRIN1,-0.0931766459553274,5974.0,67.76578521316783
PCMT1 (5110),PCMT1,-0.0931732338870916,5975.0,67.76038855909337
CRTC3 (64784),CRTC3,-0.0931650484990489,5976.0,67.7549919050189
OR5B17 (219965),OR5B17,-0.0931244284106305,5977.0,67.74959525094442
NTN4 (59277),NTN4,-0.0931198493666776,5978.0,67.74419859686994
TJP3 (27134),TJP3,-0.0931161336142072,5979.0,67.73880194279546
NR1H4 (9971),NR1H4,-0.0930933776646698,5980.0,67.73340528872099
PHACTR4 (65979),PHACTR4,-0.0930908796149397,5981.0,67.72800863464651
DCLK1 (9201),DCLK1,-0.0930901143226907,5982.0,67.72261198057204
LRRC57 (255252),LRRC57,-0.093078014323574,5983.0,67.71721532649757
PDCL2 (132954),PDCL2,-0.0929771258933601,5984.0,67.71181867242309
SLC25A31 (83447),SLC25A31,-0.0929704984625243,5985.0,67.70642201834862
ZBED4 (9889),ZBED4,-0.0929297943966118,5986.0,67.70102536427414
TAS2R10 (50839),TAS2R10,-0.0929288677335504,5987.0,67.69562871019967
ZRANB1 (54764),ZRANB1,-0.092882448821523,5988.0,67.69023205612521
UBXN6 (80700),UBXN6,-0.0928791159597333,5989.0,67.68483540205072
RADIL (55698),RADIL,-0.0928762731069243,5990.0,67.67943874797626
VWA3A (146177),VWA3A,-0.0928748984380828,5991.0,67.67404209390178
USP17L10 (100287144),USP17L10,-0.09285084193806115,5992.0,67.66864543982732
MEAK7 (57707),MEAK7,-0.0928267046403196,5993.0,67.66324878575283
TIGD5 (84948),TIGD5,-0.0928219284973291,5994.0,67.65785213167837
STEAP3 (55240),STEAP3,-0.0927995052409247,5995.0,67.65245547760388
H3-5 (440093),H3-5,-0.0927835933650735,5996.0,67.64705882352942
SCARF1 (8578),SCARF1,-0.0927475145606805,5997.0,67.64166216945493
GGT5 (2687),GGT5,-0.0927439865328368,5998.0,67.63626551538047
CCSAP (126731),CCSAP,-0.092737657894795,5999.0,67.630868861306
CRP (1401),CRP,-0.0927166663158754,6000.0,67.62547220723152
PSTPIP1 (9051),PSTPIP1,-0.0926321587153853,6001.0,67.62007555315705
INPP5A (3632),INPP5A,-0.0925764052485955,6002.0,67.61467889908258
IP6K3 (117283),IP6K3,-0.0925720118373768,6003.0,67.60928224500809
FUT11 (170384),FUT11,-0.0925397134504814,6004.0,67.60388559093361
SLTM (79811),SLTM,-0.0925241995886554,6005.0,67.59848893685914
CYP2C18 (1562),CYP2C18,-0.0925090001561871,6006.0,67.59309228278467
C16orf46 (123775),C16orf46,-0.0925083244741349,6007.0,67.5876956287102
KRT9 (3857),KRT9,-0.0924965765222458,6008.0,67.58229897463572
CEP89 (84902),CEP89,-0.0924291652277121,6009.0,67.57690232056125
DMBT1 (1755),DMBT1,-0.0924062565840195,6010.0,67.57150566648677
CHRM1 (1128),CHRM1,-0.0923532309648276,6011.0,67.56610901241231
FKTN (2218),FKTN,-0.0923335447620467,6012.0,67.56071235833782
DYRK1A (1859),DYRK1A,-0.0923191202463904,6013.0,67.55531570426336
POGLUT1 (56983),POGLUT1,-0.0922129864000426,6014.0,67.54991905018888
DUSP13B (51207),DUSP13B,-0.092210970366097,6015.0,67.54452239611442
CFAP126 (257177),CFAP126,-0.0921452291587655,6016.0,67.53912574203993
PATZ1 (23598),PATZ1,-0.0921007950547878,6017.0,67.53372908796547
BAG3 (9531),BAG3,-0.0920918444915371,6018.0,67.52833243389098
TM4SF4 (7104),TM4SF4,-0.0920749148565787,6019.0,67.52293577981652
NRBP2 (340371),NRBP2,-0.0920433832092644,6020.0,67.51753912574203
RBBP7 (5931),RBBP7,-0.0920305446538831,6021.0,67.51214247166757
METTL25 (84190),METTL25,-0.0920248855430405,6022.0,67.5067458175931
CERS5 (91012),CERS5,-0.0919836788629208,6023.0,67.50134916351863
YY1AP1 (55249),YY1AP1,-0.0919637348234199,6024.0,67.49595250944415
DNAH5 (1767),DNAH5,-0.0919411347177204,6025.0,67.49055585536968
NGLY1 (55768),NGLY1,-0.0919403998074671,6026.0,67.4851592012952
EPN3 (55040),EPN3,-0.0919020914334613,6027.0,67.47976254722073
FAM83H (286077),FAM83H,-0.0918814691244063,6028.0,67.47436589314624
SELENOM (140606),SELENOM,-0.0918494285164617,6029.0,67.46896923907177
NLGN2 (57555),NLGN2,-0.0918431696999816,6030.0,67.4635725849973
AIF1 (199),AIF1,-0.0918318399440772,6031.0,67.45817593092282
MYL9 (10398),MYL9,-0.0918296862460212,6032.0,67.45277927684835
SPR (6697),SPR,-0.0918284838984286,6033.0,67.44738262277387
KRTAP9-3 (83900),KRTAP9-3,-0.09181064883187626,6034.0,67.44198596869941
PXYLP1 (92370),PXYLP1,-0.0918102045948914,6035.0,67.43658931462492
OR4D5 (219875),OR4D5,-0.0917560650414928,6036.0,67.43119266055047
PIGC (5279),PIGC,-0.0917470484461899,6037.0,67.42579600647598
TREML1 (340205),TREML1,-0.0917148106583678,6038.0,67.42039935240152
ALDH3B2 (222),ALDH3B2,-0.0917135800941765,6039.0,67.41500269832703
KRT85 (3891),KRT85,-0.0917126596077547,6040.0,67.40960604425257
GOLGA5 (9950),GOLGA5,-0.0917062607730229,6041.0,67.40420939017808
PTGIS (5740),PTGIS,-0.0916922496128494,6042.0,67.39881273610362
ODF4 (146852),ODF4,-0.0916727233818724,6043.0,67.39341608202913
GALNT4 (8693),GALNT4,-0.0916705474134973,6044.0,67.38801942795467
SALL4 (57167),SALL4,-0.0916660176220933,6045.0,67.3826227738802
CHCHD10 (400916),CHCHD10,-0.0915381803310891,6046.0,67.37722611980573
CSF2RB (1439),CSF2RB,-0.0915372520728205,6047.0,67.37182946573125
RNASET2 (8635),RNASET2,-0.091531346593206,6048.0,67.36643281165678
RASL12 (51285),RASL12,-0.0915231970709663,6049.0,67.3610361575823
CD164 (8763),CD164,-0.0914825251164819,6050.0,67.35563950350783
CYP4B1 (1580),CYP4B1,-0.0914822119661205,6051.0,67.35024284943336
STH (246744),STH,-0.0914816624740428,6052.0,67.34484619535888
L3HYPDH (112849),L3HYPDH,-0.0914195393820436,6053.0,67.3394495412844
PLA2G7 (7941),PLA2G7,-0.0913445452682208,6054.0,67.33405288720992
CCDC71 (64925),CCDC71,-0.091334439722002,6055.0,67.32865623313546
VSIG10L (147645),VSIG10L,-0.091314026285407,6056.0,67.32325957906097
SUPT7L (9913),SUPT7L,-0.091284241585577,6057.0,67.31786292498651
DHH (50846),DHH,-0.0912685498099533,6058.0,67.31246627091203
GALNT9 (50614),GALNT9,-0.0912676308905589,6059.0,67.30706961683757
SELENOT (51714),SELENOT,-0.091239585017512,6060.0,67.30167296276308
BTRC (8945),BTRC,-0.0911820925444677,6061.0,67.29627630868862
DUSP8 (1850),DUSP8,-0.0911254955386242,6062.0,67.29087965461413
FETUB (26998),FETUB,-0.0910996528684406,6063.0,67.28548300053967
ANKS3 (124401),ANKS3,-0.0910603092042551,6064.0,67.28008634646518
ENGASE (64772),ENGASE,-0.0910569528185429,6065.0,67.27468969239072
ZGPAT (84619),ZGPAT,-0.0910568910110907,6066.0,67.26929303831623
IQGAP1 (8826),IQGAP1,-0.0910006391443703,6067.0,67.26389638424178
PARD3 (56288),PARD3,-0.0909944011323487,6068.0,67.2584997301673
CFAP263 (29070),CFAP263,-0.0909876843639685,6069.0,67.25310307609283
GSK3B (2932),GSK3B,-0.0909623724839756,6070.0,67.24770642201835
NES (10763),NES,-0.090934116723913,6071.0,67.24230976794388
GNAI2 (2771),GNAI2,-0.0909026841405028,6072.0,67.2369131138694
DNASE1 (1773),DNASE1,-0.0908233999579875,6073.0,67.23151645979493
PDE6D (5147),PDE6D,-0.0907807299520035,6074.0,67.22611980572046
HPCAL4 (51440),HPCAL4,-0.0907073525144882,6075.0,67.22072315164598
CCDC117 (150275),CCDC117,-0.0906707632528732,6076.0,67.21532649757151
PCDHGA10 (56106),PCDHGA10,-0.0906604270692034,6077.0,67.20992984349704
LMTK2 (22853),LMTK2,-0.0906352118300192,6078.0,67.20453318942256
RTN4RL2 (349667),RTN4RL2,-0.0906211729114729,6079.0,67.19913653534807
WNT10B (7480),WNT10B,-0.0906175669736159,6080.0,67.19373988127361
CCDC51 (79714),CCDC51,-0.0904819670270344,6081.0,67.18834322719913
SOCS4 (122809),SOCS4,-0.0904423706528612,6082.0,67.18294657312467
RAB40B (10966),RAB40B,-0.090440978914911,6083.0,67.17754991905018
KRT7 (3855),KRT7,-0.0904040890461582,6084.0,67.17215326497572
OR4K15 (81127),OR4K15,-0.0903737770354983,6085.0,67.16675661090123
TTLL5 (23093),TTLL5,-0.0903126165236325,6086.0,67.16135995682677
COA8 (84334),COA8,-0.0902994414480723,6087.0,67.15596330275228
KRTAP13-2 (337959),KRTAP13-2,-0.0902985020828361,6088.0,67.15056664867782
POGK (57645),POGK,-0.090292685911575,6089.0,67.14516999460335
CAND2 (23066),CAND2,-0.090247197020847,6090.0,67.13977334052888
KLC3 (147700),KLC3,-0.0902403265632012,6091.0,67.1343766864544
GDPD1 (284161),GDPD1,-0.0902215166085015,6092.0,67.12898003237993
GLT8D1 (55830),GLT8D1,-0.0902196592801454,6093.0,67.12358337830545
PCNX2 (80003),PCNX2,-0.0901867469318769,6094.0,67.11818672423098
SP9 (100131390),SP9,-0.0901864326451105,6095.0,67.1127900701565
EDRF1 (26098),EDRF1,-0.0901800658395863,6096.0,67.10739341608203
SLC25A34 (284723),SLC25A34,-0.0901535278680695,6097.0,67.10199676200756
MLH1 (4292),MLH1,-0.0901324482356904,6098.0,67.09660010793309
CCT8L2 (150160),CCT8L2,-0.0901260927471742,6099.0,67.09120345385861
CUBN (8029),CUBN,-0.0900869157390021,6100.0,67.08580679978414
KCNJ14 (3770),KCNJ14,-0.0900774627709828,6101.0,67.08041014570966
CFC1 (55997),CFC1,-0.0900411463273813,6102.0,67.07501349163519
TWF2 (11344),TWF2,-0.0900195596564497,6103.0,67.06961683756072
SLC35G1 (159371),SLC35G1,-0.0900121424381832,6104.0,67.06422018348623
RC3H1 (149041),RC3H1,-0.0899809303186038,6105.0,67.05882352941177
SENP8 (123228),SENP8,-0.0899435277979049,6106.0,67.05342687533728
GSK3A (2931),GSK3A,-0.0899425420945877,6107.0,67.04803022126282
TRIP4 (9325),TRIP4,-0.0899329321009613,6108.0,67.04263356718833
TANK (10010),TANK,-0.0899249508347265,6109.0,67.03723691311387
SNORC (389084),SNORC,-0.0899249130737682,6110.0,67.03184025903938
M1AP (130951),M1AP,-0.0899129704205144,6111.0,67.02644360496492
BBS9 (27241),BBS9,-0.0898787012827061,6112.0,67.02104695089045
OR5AN1 (390195),OR5AN1,-0.0898191442233536,6113.0,67.01565029681598
FBXL19 (54620),FBXL19,-0.0897960611614871,6114.0,67.0102536427415
RARRES2 (5919),RARRES2,-0.0897803194459235,6115.0,67.00485698866703
CNTNAP3 (79937),CNTNAP3,-0.0897696155249299,6116.0,66.99946033459256
PTPN1 (5770),PTPN1,-0.0897656892919989,6117.0,66.99406368051808
LAMB2 (3913),LAMB2,-0.0897614974628636,6118.0,66.98866702644361
DUS2 (54920),DUS2,-0.0897396946043214,6119.0,66.98327037236913
HNRNPA3 (220988),HNRNPA3,-0.0897334683995814,6120.0,66.97787371829466
LRRN2 (10446),LRRN2,-0.0896678597634255,6121.0,66.97247706422019
FAM174C (55009),FAM174C,-0.0896618725463394,6122.0,66.96708041014571
UGCG (7357),UGCG,-0.0896488571731655,6123.0,66.96168375607124
BHLHE22 (27319),BHLHE22,-0.0895833812480787,6124.0,66.95628710199676
HOXA5 (3202),HOXA5,-0.0895092443752083,6125.0,66.95089044792229
TACSTD2 (4070),TACSTD2,-0.0894565367329683,6126.0,66.94549379384782
ITPRIP (85450),ITPRIP,-0.0894338491090031,6127.0,66.94009713977334
DERL1 (79139),DERL1,-0.0894323451522644,6128.0,66.93470048569887
CERT1 (10087),CERT1,-0.0894132610187115,6129.0,66.92930383162438
AHDC1 (27245),AHDC1,-0.0893949287509029,6130.0,66.92390717754992
BCL7A (605),BCL7A,-0.08934527207533,6131.0,66.91851052347543
SOWAHB (345079),SOWAHB,-0.0893371192694343,6132.0,66.91311386940097
CAMKMT (79823),CAMKMT,-0.0893141350845731,6133.0,66.90771721532649
QSOX1 (5768),QSOX1,-0.0892746827781405,6134.0,66.90232056125203
MEF2D (4209),MEF2D,-0.0892513508093569,6135.0,66.89692390717755
BTG1 (694),BTG1,-0.0892366628246441,6136.0,66.89152725310308
ALDH6A1 (4329),ALDH6A1,-0.089187982238238,6137.0,66.8861305990286
OR2C1 (4993),OR2C1,-0.0891868199329213,6138.0,66.88073394495413
SLAMF1 (6504),SLAMF1,-0.0891654701521225,6139.0,66.87533729087966
RTL8B (441518),RTL8B,-0.08915019401821514,6140.0,66.86994063680518
GPX7 (2882),GPX7,-0.0891484813009621,6141.0,66.86454398273071
FLNC (2318),FLNC,-0.0891425419576974,6142.0,66.85914732865623
CD5L (922),CD5L,-0.0891253935335442,6143.0,66.85375067458176
MID2 (11043),MID2,-0.0890482737526972,6144.0,66.84835402050729
SEPTIN10 (151011),SEPTIN10,-0.0890283415223187,6145.0,66.84295736643281
KLHL38 (340359),KLHL38,-0.0890261111595113,6146.0,66.83756071235834
ZNF646 (9726),ZNF646,-0.0890082357620819,6147.0,66.83216405828387
CNOT6 (57472),CNOT6,-0.089002021726312,6148.0,66.82676740420939
DND1 (373863),DND1,-0.0889130297565404,6149.0,66.82137075013492
SLC10A4 (201780),SLC10A4,-0.0889117858434414,6150.0,66.81597409606044
FAM200B (285550),FAM200B,-0.0888933317171416,6151.0,66.81057744198597
GARIN1A (346653),GARIN1A,-0.0888462642290805,6152.0,66.8051807879115
TGFBR1 (7046),TGFBR1,-0.0888315301467214,6153.0,66.79978413383702
C8orf76 (84933),C8orf76,-0.0888309730975117,6154.0,66.79438747976253
PRLHR (2834),PRLHR,-0.0888104729285499,6155.0,66.78899082568807
HES1 (3280),HES1,-0.08879814716992,6156.0,66.78359417161359
DNAJC6 (9829),DNAJC6,-0.0887712092698522,6157.0,66.77819751753913
TNFRSF17 (608),TNFRSF17,-0.088711507962147,6158.0,66.77280086346465
STMN2 (11075),STMN2,-0.0887109379789775,6159.0,66.76740420939018
ADAM33 (80332),ADAM33,-0.0886870358211742,6160.0,66.7620075553157
FIG4 (9896),FIG4,-0.0886769130118878,6161.0,66.75661090124123
CASKIN1 (57524),CASKIN1,-0.088669477379596,6162.0,66.75121424716676
OSCP1 (127700),OSCP1,-0.0886238163834243,6163.0,66.74581759309228
USF1 (7391),USF1,-0.0886148156979677,6164.0,66.74042093901781
NOTCH3 (4854),NOTCH3,-0.088611172421741,6165.0,66.73502428494334
TF (7018),TF,-0.0885693632096617,6166.0,66.72962763086886
HVCN1 (84329),HVCN1,-0.0885492235151657,6167.0,66.72423097679439
TPBGL (100507050),TPBGL,-0.0885158933994184,6168.0,66.71883432271991
ACVR2A (92),ACVR2A,-0.0885053337420076,6169.0,66.71343766864544
ST6GALNAC1 (55808),ST6GALNAC1,-0.0885021935133586,6170.0,66.70804101457097
PIM2 (11040),PIM2,-0.0884299715438412,6171.0,66.70264436049649
MTHFD1L (25902),MTHFD1L,-0.0884194737932043,6172.0,66.69724770642202
RBM38 (55544),RBM38,-0.0884088085304038,6173.0,66.69185105234754
FAM162A (26355),FAM162A,-0.088398710045027,6174.0,66.68645439827307
CNEP1R1 (255919),CNEP1R1,-0.0883855034139065,6175.0,66.6810577441986
ANKFY1 (51479),ANKFY1,-0.08835236586816,6176.0,66.67566109012412
PHF20 (51230),PHF20,-0.0883150006372084,6177.0,66.67026443604965
CIC (23152),CIC,-0.0883038822713543,6178.0,66.66486778197518
EGR4 (1961),EGR4,-0.0882762384687047,6179.0,66.65947112790069
NPW (283869),NPW,-0.0882400781454832,6180.0,66.65407447382623
CACNA2D2 (9254),CACNA2D2,-0.0882324503289242,6181.0,66.64867781975175
ZNF33B (7582),ZNF33B,-0.0882291292922961,6182.0,66.64328116567728
LTBP4 (8425),LTBP4,-0.0882167406096048,6183.0,66.6378845116028
OR6K3 (391114),OR6K3,-0.0881762742795563,6184.0,66.63248785752833
MLXIPL (51085),MLXIPL,-0.0880953594470779,6185.0,66.62709120345386
GLYATL3 (389396),GLYATL3,-0.0880642772847259,6186.0,66.62169454937938
SNX6 (58533),SNX6,-0.0880498050825628,6187.0,66.61629789530491
SNX27 (81609),SNX27,-0.0880425901735313,6188.0,66.61090124123044
SCN3B (55800),SCN3B,-0.0880160490023711,6189.0,66.60550458715596
PNKD (25953),PNKD,-0.0880032313505799,6190.0,66.60010793308149
LRRC8E (80131),LRRC8E,-0.0879733614842892,6191.0,66.59471127900703
TMEM265 (100862671),TMEM265,-0.0879584271751156,6192.0,66.58931462493254
CYP4F22 (126410),CYP4F22,-0.087925408137116,6193.0,66.58391797085808
BEST4 (266675),BEST4,-0.08787758072384,6194.0,66.5785213167836
TRPM5 (29850),TRPM5,-0.0878724129412207,6195.0,66.57312466270912
SMPD1 (6609),SMPD1,-0.0878623421232367,6196.0,66.56772800863465
ZNF674 (641339),ZNF674,-0.0878419601427532,6197.0,66.56233135456017
OR5AS1 (219447),OR5AS1,-0.0878339219911413,6198.0,66.5569347004857
EVA1C (59271),EVA1C,-0.0878236993460203,6199.0,66.55153804641122
HSD17B11 (51170),HSD17B11,-0.087805614554745,6200.0,66.54614139233675
MKS1 (54903),MKS1,-0.0877711226420055,6201.0,66.54074473826228
METTL2B (55798),METTL2B,-0.0876979805298581,6202.0,66.5353480841878
MPLKIP (136647),MPLKIP,-0.0876516031452658,6203.0,66.52995143011333
FBF1 (85302),FBF1,-0.0876424715199811,6204.0,66.52455477603885
MCFD2 (90411),MCFD2,-0.0876016149499141,6205.0,66.51915812196438
TMEM14B (81853),TMEM14B,-0.0876007362495151,6206.0,66.5137614678899
UNC13D (201294),UNC13D,-0.0875836800745925,6207.0,66.50836481381543
GPR35 (2859),GPR35,-0.0875031953927984,6208.0,66.50296815974096
MORF4L1 (10933),MORF4L1,-0.0874932791014737,6209.0,66.49757150566649
DAPL1 (92196),DAPL1,-0.0874780032810165,6210.0,66.49217485159201
RAB22A (57403),RAB22A,-0.0874515753692701,6211.0,66.48677819751754
CLK1 (1195),CLK1,-0.0874079261246554,6212.0,66.48138154344306
PGLYRP3 (114771),PGLYRP3,-0.0874041522888109,6213.0,66.47598488936859
RHOT2 (89941),RHOT2,-0.0873991930876942,6214.0,66.47058823529413
BAG4 (9530),BAG4,-0.0873821111619305,6215.0,66.46519158121964
IL3 (3562),IL3,-0.0873790875651462,6216.0,66.45979492714518
NOS1 (4842),NOS1,-0.0873645900623431,6217.0,66.4543982730707
RAPGEF6 (51735),RAPGEF6,-0.0873562550994216,6218.0,66.44900161899623
NAA16 (79612),NAA16,-0.0873462328474661,6219.0,66.44360496492175
RNF126 (55658),RNF126,-0.0873411880968524,6220.0,66.43820831084727
DQX1 (165545),DQX1,-0.0873406800850799,6221.0,66.4328116567728
HIGD1A (25994),HIGD1A,-0.087297909151515,6222.0,66.42741500269832
PMFBP1 (83449),PMFBP1,-0.0872920163754864,6223.0,66.42201834862385
ACVR1B (91),ACVR1B,-0.0872760922620618,6224.0,66.41662169454938
P2RY12 (64805),P2RY12,-0.0872598971654001,6225.0,66.4112250404749
NCOA1 (8648),NCOA1,-0.0872460709537321,6226.0,66.40582838640043
FXYD1 (5348),FXYD1,-0.0871998575465148,6227.0,66.40043173232596
GNG2 (54331),GNG2,-0.0871624572680639,6228.0,66.39503507825148
TDRD5 (163589),TDRD5,-0.087140872300393,6229.0,66.38963842417701
PTGR1 (22949),PTGR1,-0.0871390178974189,6230.0,66.38424177010253
CHAD (1101),CHAD,-0.0871316414717886,6231.0,66.37884511602806
ATG4C (84938),ATG4C,-0.087051330700111,6232.0,66.37344846195359
