gene,n,median_LFC,mean_LFC,q1_LFC,q3_LFC,pct_depleted,rank_most_dependent,percentile_most_dependent
VMAC,85,0.0344237441640746,0.0011749090236501038,-0.0944552879822213,0.107976844317248,0.0,12070,27.123965944085505
TMEM94,85,0.0344428130546546,0.03866048053977358,-0.0685953209020352,0.160227824799085,0.0,12071,27.11792766137311
SLC39A9,85,0.0344448682555676,0.050106369758230955,-0.100968444967889,0.20682349712804,0.0,12072,27.111889378660713
TGFB1,85,0.0344847199592304,0.030978832800377915,-0.0830747310966758,0.139090062410044,0.0,12073,27.105851095948307
TMEM81,85,0.0345259554019455,0.03542337759299137,-0.168724464603884,0.12875307122191,0.0,12074,27.099812813235914
NCKAP5,85,0.0345683113808574,0.02970435594972451,-0.105907015084886,0.150081239717557,0.0,12075,27.09377453052352
KCNJ11,85,0.034571406086945,0.05123635322187558,-0.0769954578039745,0.13874592400416,0.0,12076,27.087736247811122
CPO,85,0.0345996062331126,0.052561075070278865,-0.0784117483116003,0.17093912807566,0.0,12077,27.081697965098726
SLC2A2,85,0.0346288422107522,0.010656613216623107,-0.133036226343879,0.13300271877105,0.0,12078,27.075659682386334
CDH20,85,0.0346336283172236,0.04685183949153102,-0.127541761847857,0.151459179679869,0.0,12079,27.069621399673938
HAVCR1,85,0.0346569783431935,0.056509144714097154,-0.0983428793866632,0.184735243522188,0.0,12080,27.06358311696153
CLEC6A,85,0.0346720918583354,0.021341838350845008,-0.0854022710677535,0.155516565686712,0.0,12081,27.057544834249136
GPR3,85,0.0346721449485465,0.039172208945189434,-0.0541362683567712,0.166497521902086,1.1764705882352942,12082,27.05150655153674
C8orf74,85,0.03468481248422,0.02666220155315609,-0.104886772045708,0.153790225038814,0.0,12083,27.045468268824347
HMGCS2,85,0.0346854883764736,0.028011441735055636,-0.103288408338206,0.151671115225188,0.0,12084,27.03942998611195
ABCB6,85,0.0346860292946794,0.008057964329205627,-0.0948022532691472,0.117317885868305,0.0,12085,27.033391703399555
C14orf93,85,0.0347131805324221,0.03994880541419552,-0.114394093596,0.17463707136383,0.0,12086,27.027353420687163
TMEM39B,85,0.0347436053453762,0.04344592890016216,-0.121796548020319,0.216418499615051,1.1764705882352942,12087,27.021315137974756
TEKTIP1,85,0.0347908016620018,0.030572611068160647,-0.105248220284335,0.175046177388272,0.0,12088,27.01527685526236
RABL6,85,0.0347921119269534,0.01650385407151086,-0.104721493391355,0.128758289194096,0.0,12089,27.009238572549965
TNKS1BP1,85,0.0347999753237779,0.057096115635522166,-0.0852598106414814,0.142818849596495,0.0,12090,27.00320028983757
EML3,85,0.0348013329817363,0.0378566113724817,-0.0661638521194696,0.161912058692747,0.0,12091,26.997162007125176
FBXW10,85,0.0348160032764115,0.02108798196245249,-0.0924410158102652,0.160352250284497,1.1764705882352942,12092,26.99112372441278
ENTPD6,85,0.0348405159755097,0.03592887660101875,-0.106259508724055,0.158055730880676,0.0,12093,26.985085441700384
IGFL2,85,0.0348465921664853,0.029391081272349635,-0.0930192959850866,0.148810223812664,1.1764705882352942,12094,26.979047158987978
HOXD3,85,0.0348485224718192,0.059833098945077066,-0.0512891937641921,0.183513773930284,0.0,12095,26.973008876275586
CLBA1,85,0.0349251961910063,-0.02193805587043934,-0.206857456811742,0.221807306303932,5.88235294117647,12096,26.96697059356319
SEMA3C,85,0.0349285473312486,0.04167709919503648,-0.0688590398801283,0.140084964711734,0.0,12097,26.960932310850794
TEX22,85,0.0349437363021067,0.030873910163697893,-0.107157111669569,0.148150519639179,1.1764705882352942,12098,26.954894028138398
CHIC1,85,0.0349748794145563,0.017332422575649195,-0.129948366465476,0.206918205030584,1.1764705882352942,12099,26.948855745426002
DEFB136,85,0.0349849800174084,0.03596247198208112,-0.0955341734840711,0.165489747314349,0.0,12100,26.94281746271361
CLCN1,85,0.0349925515878919,0.03804814945935112,-0.0876715593607504,0.196390388372367,0.0,12101,26.936779180001203
TLR9,85,0.0350279118746064,0.030379763670738597,-0.0661908697754551,0.12247985062087,0.0,12102,26.930740897288807
ZNF114,85,0.0350517307495406,0.02422348621592869,-0.0832346514492311,0.139936199858021,0.0,12103,26.92470261457641
KIF13B,85,0.0350729276457694,0.050719636704205304,-0.0739466691869586,0.213842490277081,1.1764705882352942,12104,26.91866433186402
HDAC4,85,0.0351512225130651,0.02188576484685346,-0.119882920537228,0.14372496732544,0.0,12105,26.912626049151623
NEMP1,85,0.0351624505479222,0.010463937676418903,-0.0867254717446322,0.175612219341832,2.3529411764705883,12106,26.906587766439227
CA1,85,0.0351662945398162,0.00287858364113402,-0.149062904942781,0.177329178039081,0.0,12107,26.90054948372683
ARHGAP44,85,0.0351757361720272,0.016152864604566452,-0.118525872681714,0.157575081034451,1.1764705882352942,12108,26.894511201014424
EFNB2,85,0.0351944777140626,-0.002476697170370508,-0.142580121292518,0.206694222455552,2.3529411764705883,12109,26.888472918302032
SLC22A16,85,0.0352100902188472,0.02052995815239586,-0.0766987474169819,0.162187802397076,1.1764705882352942,12110,26.882434635589636
C11orf65,85,0.0352113948639725,0.032546298071107,-0.0858500410786059,0.199993887598693,0.0,12111,26.87639635287724
SPATA31E1,85,0.0352337495643382,0.04692284129361199,-0.105260822296722,0.230975953440492,0.0,12112,26.870358070164848
SELL,85,0.0352533387943476,0.011614868540298,-0.102530231337092,0.147866293809646,0.0,12113,26.86431978745245
FDCSP,85,0.0352928253527228,0.04560895271076889,-0.0912899278024641,0.176882307499955,0.0,12114,26.858281504740056
TMEM101,85,0.0353232268787807,0.03454276103018522,-0.104720173039185,0.172779717986805,0.0,12115,26.85224322202766
TNC,85,0.035327980673931,0.022409470496556255,-0.103778250071407,0.149041791231164,0.0,12116,26.846204939315253
QSOX1,85,0.0353533095518218,0.03429674347307654,-0.105833478984131,0.163980361996315,0.0,12117,26.84016665660286
PMM1,85,0.0353599878802199,0.041434092152443994,-0.0707086129954897,0.136277418845567,0.0,12118,26.834128373890465
RGS19,85,0.0353739297639881,0.016572928295609295,-0.0479178213844493,0.138980320428805,0.0,12119,26.82809009117807
LDHC,85,0.0353807177918041,0.017777363089342302,-0.0679514913460599,0.195981898416719,1.1764705882352942,12120,26.822051808465673
UTP14C,85,0.0353912304433713,0.009479898689903687,-0.122196764495702,0.143625617207704,0.0,12121,26.81601352575328
TEX29,85,0.0354382572885834,0.02425305112118111,-0.0799133505951325,0.165073380289037,0.0,12122,26.809975243040885
SMIM2,85,0.0354421892470328,0.04965819286046356,-0.0944060476197753,0.212801524684466,0.0,12123,26.80393696032848
SEBOX,85,0.0354487374964415,0.05656450256112595,-0.0747353303873155,0.193438454260696,1.1764705882352942,12124,26.797898677616082
WDSUB1,85,0.0354789619483913,0.014500675169495304,-0.0970564958695561,0.182268886695557,1.1764705882352942,12125,26.791860394903686
PLXNA1,85,0.035500523038522,0.026191316235048525,-0.153675738359508,0.19948630443835,1.1764705882352942,12126,26.785822112191294
NR1D2,85,0.0355032781857858,0.0382021183489678,-0.112065729041805,0.206734032323668,1.1764705882352942,12127,26.779783829478898
MYO10,85,0.0355072688002248,0.03944979795049005,-0.0396735465255989,0.12083060594747,0.0,12128,26.773745546766502
C22orf31,85,0.0355080130579954,0.004655306726700898,-0.109202048256827,0.143777571047708,0.0,12129,26.76770726405411
ROR1,85,0.0355419903894003,0.04308290679969434,-0.0381704256389057,0.17425354867991,1.1764705882352942,12130,26.761668981341703
SLC41A2,85,0.0355617767805065,0.011361419400821896,-0.132311001960754,0.157363356306149,1.1764705882352942,12131,26.755630698629307
SLC45A3,85,0.0356113269737249,0.06121170755013504,-0.116635314110378,0.198863501057311,0.0,12132,26.74959241591691
PPP1R3E,85,0.0356179152973041,0.034654237158743655,-0.077057823082778,0.174478586569064,0.0,12133,26.743554133204515
REG4,85,0.0356336023992068,0.01543624473592475,-0.12624410109444,0.168847396529415,1.1764705882352942,12134,26.737515850492123
PMEL,85,0.0356573601714522,0.07324527323062177,-0.0851549425382281,0.214456030073004,0.0,12135,26.731477567779727
GTDC1,85,0.0356753776007787,0.048418569391032173,-0.0885591551106714,0.150759630305283,0.0,12136,26.72543928506733
LHX3,85,0.0357385506414798,0.020548060344090457,-0.117805562934967,0.134295247337716,0.0,12137,26.719401002354925
SLC7A10,85,0.0358277305467509,0.030707156141550146,-0.0761333266223668,0.173041528432686,0.0,12138,26.713362719642532
SIDT1,85,0.0358554153619419,0.011393473853363693,-0.0992982338997365,0.176495281199547,0.0,12139,26.707324436930136
ABCA10,85,0.0359141531075432,0.056257645075913965,-0.104810473031363,0.259238875267639,1.1764705882352942,12140,26.70128615421774
TMEM8B,85,0.0359148447017162,0.034824237985777814,-0.0544598661665622,0.130777177200318,0.0,12141,26.695247871505345
RARG,85,0.0359286972182694,-0.0030205042490600437,-0.140290518883167,0.13524358749386,0.0,12142,26.68920958879295
APBB2,85,0.0359682350385296,0.01748353257822395,-0.121004517655688,0.161448462456219,0.0,12143,26.683171306080556
VWCE,85,0.0360117468430643,0.03761416322063294,-0.153664485660068,0.20233620787123,0.0,12144,26.67713302336815
YWHAQ,85,0.0360212944162558,0.007444726194230074,-0.0496598167477273,0.124939532060212,0.0,12145,26.671094740655754
HHEX,85,0.0360400979625366,0.0431498438039273,-0.0679941003543694,0.159321777520939,2.3529411764705883,12146,26.665056457943358
ZNF772,85,0.0360442320482944,0.048094677292339225,-0.0817993352584437,0.147203422092243,0.0,12147,26.659018175230965
FKTN,85,0.0360480207038389,0.038575391004673554,-0.0936220654440596,0.153156267817389,1.1764705882352942,12148,26.65297989251857
LDLRAP1,85,0.0360557043290392,0.05335333155705916,-0.0621087694762139,0.189785676745369,0.0,12149,26.646941609806174
TMEM87A,85,0.0360836901143223,0.013128898610720214,-0.108694223581784,0.235601117695226,0.0,12150,26.640903327093778
DLEU7,85,0.0361349077699028,0.027131849604335217,-0.136431849509741,0.159731793582379,0.0,12151,26.63486504438137
B3GAT2,85,0.0361461882830849,0.028627402114696613,-0.114749796523939,0.139716117630034,0.0,12152,26.62882676166898
TM9SF3,85,0.03614718397109,0.029513611109855703,-0.125327260557064,0.171634840014711,1.1764705882352942,12153,26.622788478956583
MCHR2,85,0.0361635518168261,0.044872901239500246,-0.0951673420438022,0.166381454673926,0.0,12154,26.616750196244187
NEIL1,85,0.0361700869115805,0.016233495692105963,-0.145768079278896,0.159730419268123,0.0,12155,26.610711913531794
WNT16,85,0.0361884963854624,0.040366068638912275,-0.0783106509561201,0.115629730181243,0.0,12156,26.6046736308194
PMP2,85,0.0362059352782405,0.03999909281424721,-0.0848842360367904,0.222614971671342,1.1764705882352942,12157,26.598635348107003
ANKRD11,85,0.0362168644361777,0.0001485631644043897,-0.139300488511548,0.185420444873831,1.1764705882352942,12158,26.592597065394596
ZNF317,85,0.0362486967482796,0.02020787748404226,-0.0944392396268665,0.134987359777798,0.0,12159,26.5865587826822
ADGRG7,85,0.0362560498712127,0.019233918322563198,-0.108632885283624,0.156712293336861,1.1764705882352942,12160,26.580520499969808
GLYAT,85,0.0362804253037944,0.039555854005435404,-0.0493755522113521,0.140960149399761,0.0,12161,26.57448221725741
TSPAN14,85,0.0362890979967057,0.052438498000653776,-0.0953969600648006,0.144210485679483,0.0,12162,26.568443934545016
TRIM26,85,0.0363204933879494,0.012014118197354803,-0.128664962872115,0.152457611400895,1.1764705882352942,12163,26.56240565183262
EBF4,85,0.036326585434521,-0.002022636416107297,-0.149241423957261,0.149345740978737,1.1764705882352942,12164,26.556367369120228
VPS35L,85,0.0363447202910311,0.0029931832232581927,-0.123302581792892,0.127656321599891,0.0,12165,26.55032908640782
SCAI,85,0.036358689986004,0.022614299684568028,-0.0943296053782857,0.15678466491199,0.0,12166,26.544290803695425
ZFP30,85,0.0363641121822543,0.04680780099021798,-0.0399754923255772,0.145976718455583,0.0,12167,26.53825252098303
SULT1E1,85,0.0363837914796148,0.05249467989519508,-0.0639012892371802,0.202218464183186,1.1764705882352942,12168,26.532214238270633
THBS2,85,0.0363922521683802,0.03209146302492292,-0.08503419668335,0.120309423456026,0.0,12169,26.52617595555824
TMEM120B,85,0.0363924476404622,0.04972084124784418,-0.0532593199611784,0.151064032990792,0.0,12170,26.520137672845845
CALM3,85,0.0364323624476488,0.03777692819421368,-0.0959933619720764,0.173799894898153,0.0,12171,26.51409939013345
LRRIQ4,85,0.0364645719260962,0.014211853226660022,-0.116717002947221,0.153709549787519,1.1764705882352942,12172,26.508061107421057
KLLN,85,0.0364677717040086,0.027200449200179472,-0.0731698920369089,0.165976970804936,1.1764705882352942,12173,26.50202282470865
STK33,85,0.0364732062054718,0.038779352536728005,-0.127238932867087,0.218329232590127,1.1764705882352942,12174,26.495984541996254
GATA2,85,0.0364769588291267,0.018140356361104545,-0.0834602864868121,0.141307880694192,0.0,12175,26.489946259283858
FBXL18,85,0.0364926302097558,0.06271215060538138,-0.0925509299507515,0.208521840343194,0.0,12176,26.483907976571462
CACNB4,85,0.0364978042501172,0.00873847633672815,-0.141352359356853,0.149255984498052,0.0,12177,26.47786969385907
E2F6,85,0.0365003287978522,0.02347215004867545,-0.159070097996344,0.217776511296141,1.1764705882352942,12178,26.471831411146674
FER1L6,85,0.0365016620875392,-0.0005445950105022357,-0.118319499633809,0.12338213704948,0.0,12179,26.465793128434278
ACP2,85,0.0365421822363455,0.054591237036784604,-0.0452643653848816,0.185668100046702,0.0,12180,26.45975484572187
SGCD,85,0.0365690022288312,0.015535310176470873,-0.0858534793651881,0.130392807915835,0.0,12181,26.45371656300948
ZNF135,85,0.0366096972982387,0.02777406450382066,-0.0760205493239203,0.122787215763263,0.0,12182,26.447678280297083
VSTM1,85,0.03661721615161,0.011981785082152894,-0.0860045048572338,0.127598178370939,0.0,12183,26.441639997584687
STIMATE,85,0.0366382386447277,0.025616192136094604,-0.0904196554026303,0.138229259077415,0.0,12184,26.43560171487229
ANKDD1B,85,0.0366776484803947,0.02646831353049458,-0.108304312399531,0.183075820620481,0.0,12185,26.429563432159895
FEM1C,85,0.0366895244173459,0.020076317610759186,-0.100934818589944,0.115363969211497,0.0,12186,26.423525149447503
METTL25B,85,0.0366939369939813,0.08940275869686674,-0.08548786292945,0.206583937103949,0.0,12187,26.417486866735096
FMN2,85,0.0367523172702629,0.06516253292732006,-0.0981170068556346,0.195077100359072,1.1764705882352942,12188,26.4114485840227
COL4A3,85,0.0367525295406263,0.01656639919931103,-0.0864246792717827,0.153205321486118,0.0,12189,26.405410301310305
SLC26A8,85,0.0367572922972,0.018214377104753925,-0.115152254698056,0.205098728091611,1.1764705882352942,12190,26.399372018597912
CANX,85,0.0367686478765289,0.059491933662916587,-0.080154894117178,0.187136564900179,0.0,12191,26.393333735885516
NPAS2,85,0.0367712373830043,0.03302096367491938,-0.11020309499933,0.180813089828422,1.1764705882352942,12192,26.38729545317312
SLC1A4,85,0.0367804177017365,0.04802578214299247,-0.149739659518837,0.166999524984747,2.3529411764705883,12193,26.381257170460724
UBXN10,85,0.0367923368122519,-0.011201627380940533,-0.113168129133095,0.137246637052039,0.0,12194,26.375218887748318
CYB5R2,85,0.0368576043504036,0.030256742771974203,-0.111810614918637,0.167581735472895,0.0,12195,26.369180605035925
KRT1,85,0.0368580880537868,0.0025805600513099363,-0.11969320058349,0.140708558330875,0.0,12196,26.36314232232353
ANKRD46,85,0.0368581362604068,0.012129833704241854,-0.117294321841369,0.158632225524418,1.1764705882352942,12197,26.357104039611134
MB,85,0.0368704795637321,0.030994241868539905,-0.0861727061561956,0.173614723093592,0.0,12198,26.35106575689874
SERINC5,85,0.0368963369324968,0.005048259895973363,-0.108510268772554,0.110418990825632,2.3529411764705883,12199,26.345027474186345
NID1,85,0.0368974107446453,0.040566013040190134,-0.12961903444378,0.192939257477341,0.0,12200,26.33898919147395
MXD4,85,0.0369046110245067,-0.010841056495928604,-0.177107939371853,0.150595645213576,1.1764705882352942,12201,26.332950908761543
FBXO36,85,0.0369443484302872,0.0447231458345945,-0.0661158586303117,0.147869004839564,0.0,12202,26.326912626049147
MBD5,85,0.0369499042934029,0.017326768918538703,-0.127951671197061,0.139627295399064,0.0,12203,26.320874343336754
NDST4,85,0.0369559901252298,0.029167413624435697,-0.0717175781396625,0.156409809546356,1.1764705882352942,12204,26.31483606062436
C5,85,0.0369843484186793,0.043172942270886965,-0.0824529987467123,0.181706503131336,1.1764705882352942,12205,26.308797777911963
SPARCL1,85,0.0369889425481892,0.031042129076688324,-0.102601188192212,0.164222383953475,0.0,12206,26.302759495199567
ITLN2,85,0.0369955906471306,0.025618600381857447,-0.111616386594456,0.16455599030266,0.0,12207,26.296721212487174
STEEP1,85,0.0370628981198955,0.021406017175391815,-0.120282491423272,0.141508265970514,1.1764705882352942,12208,26.290682929774768
FAHD1,85,0.0370741639594792,0.040966946691194016,-0.10632700299005,0.156801520721698,0.0,12209,26.284644647062372
LRRC66,85,0.0370759112376927,0.049125786470751706,-0.0725067566484161,0.179753920301048,0.0,12210,26.278606364349976
SOX6,85,0.0371155304634752,0.04743085477785753,-0.0603611307017603,0.153240184239775,0.0,12211,26.27256808163758
FERD3L,85,0.0371220580404725,0.048880867582492875,-0.0897170884771476,0.160475738912191,0.0,12212,26.266529798925188
BRMS1,85,0.0371307333540119,0.043437493186646546,-0.0873549521202737,0.179108055099021,0.0,12213,26.26049151621279
RAB11FIP5,85,0.03715319326344,0.03940018819073017,-0.127571859450463,0.213013501456892,0.0,12214,26.254453233500396
PHETA2,85,0.0371624941285703,0.042591436386845156,-0.0657181450394502,0.178959710070881,0.0,12215,26.24841495078799
EID2B,85,0.0371683556022487,0.03779647133320646,-0.112444654563721,0.182142673525527,1.1764705882352942,12216,26.242376668075597
SERPINE1,85,0.0371863578011092,0.019600133721258694,-0.0711090517048211,0.157321688824508,0.0,12217,26.2363383853632
SLC39A6,85,0.0371913812503981,0.02296055698172666,-0.10316544333341,0.163582972286522,0.0,12218,26.230300102650805
LRRN4,85,0.0371964451607049,0.0023960357116585506,-0.126513965575414,0.171894199114414,0.0,12219,26.22426181993841
CLIC1,85,0.0372072447955742,0.024915226432372328,-0.0753928993633581,0.188084219800712,1.1764705882352942,12220,26.218223537226017
TMEM219,85,0.0372187004282226,0.015302480175151607,-0.0968696090280451,0.148327514256087,0.0,12221,26.21218525451362
LRRC19,85,0.037237272099897,0.021344529628674547,-0.118972616412659,0.190678613563763,0.0,12222,26.206146971801225
SMIM10,85,0.0372612625294077,0.021216332697379953,-0.0906156745886165,0.166099250127755,1.1764705882352942,12223,26.200108689088818
MASP2,85,0.0372662559520214,0.029327398361406836,-0.133756116994146,0.193644333737264,0.0,12224,26.194070406376426
ZNF418,85,0.0372975624112007,0.03760442539531343,-0.0988106051394095,0.131485053511305,0.0,12225,26.18803212366403
RGMB,85,0.0373234866470567,0.061137137986069665,-0.0772620540682658,0.208017793826419,0.0,12226,26.181993840951634
S100P,85,0.0373302510848127,0.000661803854162418,-0.122741432130897,0.134910493770386,0.0,12227,26.175955558239238
PHF13,85,0.0373642974006471,0.020442117928336993,-0.0753663765694971,0.154261373921203,0.0,12228,26.169917275526842
MYOZ2,85,0.0373833933921581,0.02406183856817809,-0.101127847369237,0.159778267043396,2.3529411764705883,12229,26.16387899281445
ARGFX,85,0.037397983923206,0.03352072287571819,-0.111897004499091,0.155141098891848,0.0,12230,26.157840710102043
GDF3,85,0.0374154207496908,0.03231840156472808,-0.0976557673525445,0.148447079224504,1.1764705882352942,12231,26.151802427389647
EHD4,85,0.0374346665508735,0.022614381656040388,-0.118095731824398,0.171739434581948,0.0,12232,26.14576414467725
ABI3,85,0.0374915449079842,0.05800580622442446,-0.0390257268220726,0.161319369549273,0.0,12233,26.13972586196486
GPR146,85,0.0375107441296514,0.030835583203231137,-0.0727010117397649,0.164794268350122,0.0,12234,26.133687579252463
NANS,85,0.0375362565222446,0.05122728762917383,-0.0869885689806736,0.183709071148649,1.1764705882352942,12235,26.127649296540067
GNA12,85,0.0375595071686846,0.04073373496606231,-0.0805249403205,0.183515566215276,0.0,12236,26.12161101382767
FRK,85,0.0375613947128778,0.06070708301543493,-0.0641992251551988,0.213545846708501,1.1764705882352942,12237,26.115572731115265
TINAG,85,0.0375721461058439,0.038488512480685015,-0.115133951006211,0.148781876430765,0.0,12238,26.109534448402872
C2CD4C,85,0.0375747648325462,0.03553374273358898,-0.0567114009902074,0.179411123319522,0.0,12239,26.103496165690476
CXorf66,85,0.0376153771411507,0.05237153363141272,-0.168553776540302,0.230814169307576,1.1764705882352942,12240,26.09745788297808
NEMP2,85,0.0376323536463659,0.007033687009767801,-0.110530171013096,0.149984374966982,0.0,12241,26.091419600265688
ALDH8A1,85,0.0376379314131098,0.027853105765680564,-0.0961545678121062,0.140765942345679,0.0,12242,26.085381317553292
C9orf57,85,0.037697196859579,0.0069410353570684155,-0.155789573380505,0.108653367978358,1.1764705882352942,12243,26.079343034840896
PHLDA1,85,0.0377327583268024,0.05487131148812636,-0.086297556292821,0.188352318526598,0.0,12244,26.07330475212849
STX3,85,0.0377428948577356,0.06445831788739646,-0.0798369530399416,0.212788465902177,0.0,12245,26.067266469416094
ZNF280A,85,0.037799286936132,-0.004316769066405266,-0.13030225481688,0.108199313102257,0.0,12246,26.0612281867037
NR3C1,85,0.0378027040428422,-0.019780928699323047,-0.101464632900599,0.136741546612631,1.1764705882352942,12247,26.055189903991305
ACTL10,85,0.0378297250490727,0.02260942376486898,-0.0978062064520813,0.141094719744162,0.0,12248,26.04915162127891
ZNF600,85,0.0378319189047463,0.04002563204226605,-0.0789605540976403,0.160297829835979,0.0,12249,26.043113338566513
TNFRSF21,85,0.0378499653802186,0.035940775406053636,-0.0893718148937233,0.196619080103105,0.0,12250,26.03707505585412
TGFBR3L,85,0.0378527118852714,0.04129934977672864,-0.0585990677978551,0.159960374823383,0.0,12251,26.031036773141714
DOC2A,85,0.0379014182131953,0.03573643114503819,-0.128776541343442,0.156615162042909,0.0,12252,26.02499849042932
CD320,85,0.0379067271272243,0.018138028816381924,-0.0991162202293118,0.167677388719658,0.0,12253,26.018960207716923
NAPB,85,0.0379074207526914,0.014329012991864799,-0.179140322060059,0.183977693200312,2.3529411764705883,12254,26.012921925004527
ALG10,85,0.0379323789584536,0.018259240990442106,-0.166507164075158,0.155883576952952,0.0,12255,26.006883642292134
JMJD7,85,0.0379415062925247,0.00974434355507295,-0.19701675709665,0.167745310017427,1.1764705882352942,12256,26.00084535957974
SEC11A,85,0.0380010388355515,0.05458715466585177,-0.107578875410088,0.163636138341094,0.0,12257,25.994807076867342
DRAXIN,85,0.0380102639645076,0.029797015146887037,-0.138325944144246,0.173683585789447,0.0,12258,25.988768794154936
PRSS1,85,0.038057856225614,0.02530973138092945,-0.105645347078653,0.179670118855132,1.1764705882352942,12259,25.982730511442544
ARRDC4,85,0.0380663923381167,0.031813860277667895,-0.105852992439125,0.199775618566061,0.0,12260,25.976692228730148
CKM,85,0.0380702055716415,0.0455144631649514,-0.0847403515182883,0.178825910116687,0.0,12261,25.97065394601775
CLDN9,85,0.0380903266889193,0.03750148243815891,-0.0896371090080123,0.136984692187502,0.0,12262,25.964615663305356
PELI2,85,0.0380952663460191,0.043831902173409064,-0.0667779047698294,0.139119300290151,0.0,12263,25.958577380592963
C18orf32,85,0.0381199342644228,-0.019473141911772324,-0.107423228915224,0.160528533011989,2.3529411764705883,12264,25.952539097880567
SERPINB4,85,0.0381338746841199,0.002172967337198751,-0.167147376157847,0.176451744999735,0.0,12265,25.94650081516816
MAP4K1,85,0.0381563765681124,0.024384448582519296,-0.101913711712815,0.133751342680059,0.0,12266,25.940462532455765
CHRDL2,85,0.0381927864388996,0.015187296585680153,-0.101626217957137,0.129620076502456,0.0,12267,25.934424249743373
MFSD11,85,0.0381987253786052,0.014784340164783537,-0.154986905576769,0.191642570231833,1.1764705882352942,12268,25.928385967030977
HSPBAP1,85,0.0381989182992269,0.01648205896543575,-0.0884127882958384,0.139624137129873,0.0,12269,25.92234768431858
PKD1L2,85,0.0382049998898934,0.025975863789158435,-0.13670213465109,0.1640603015358,0.0,12270,25.916309401606185
GPR4,85,0.0382052293409709,0.02438503454429441,-0.123177053353452,0.133378943521626,0.0,12271,25.91027111889379
ERMN,85,0.0382109458479914,0.04091955850586931,-0.0939414993906618,0.133325594375878,0.0,12272,25.904232836181386
ZXDB,85,0.0382179165210007,0.03975078248746348,-0.113110525297995,0.143505896349342,0.0,12273,25.89819455346899
SMCHD1,85,0.0382931038975413,0.06485707539710822,-0.0667725661375894,0.169659751150827,1.1764705882352942,12274,25.892156270756594
EXPH5,85,0.0383027235674169,0.014294563976022088,-0.10866698359709,0.141386122315158,1.1764705882352942,12275,25.886117988044198
CCSAP,85,0.0383162789848421,0.07129636926219526,-0.0813193304584387,0.247254353506086,0.0,12276,25.880079705331806
PIR,85,0.0383171692281503,-0.0033217314123957075,-0.122974756559352,0.154105023876973,0.0,12277,25.87404142261941
TNFRSF18,85,0.0383248505311253,0.009228273135549884,-0.157758983527143,0.167638155065391,1.1764705882352942,12278,25.868003139907014
CIMIP2C,85,0.0383549652357671,0.03637793615916481,-0.0812044601074154,0.15617300734925,1.1764705882352942,12279,25.861964857194618
GPR68,85,0.038360106489374,0.05021367382493739,-0.0978213294018348,0.209097975069111,0.0,12280,25.85592657448221
C4orf36,85,0.0383776397872288,0.021933061044447706,-0.0625292845175215,0.19476400431798,2.3529411764705883,12281,25.84988829176982
OTOR,85,0.0383863546462395,-0.017395243756093814,-0.178850378004313,0.164469421330588,1.1764705882352942,12282,25.843850009057423
TMEM108,85,0.0384038497279621,0.051854778693582085,-0.0756039987323825,0.158432217579584,0.0,12283,25.837811726345027
CBLN2,85,0.0384107337467354,0.032896894749415234,-0.0784289583713565,0.15977987153108,1.1764705882352942,12284,25.831773443632635
VKORC1L1,85,0.0384328987125698,0.01635528262051758,-0.113998448822504,0.181233318052177,0.0,12285,25.82573516092024
PLA2G6,85,0.0384488146612824,0.044906936809219006,-0.0625541793055509,0.144606509805943,0.0,12286,25.819696878207843
ASPRV1,85,0.0384570561973333,0.011952994290678344,-0.0915905377176556,0.124774951174369,0.0,12287,25.813658595495436
INSRR,85,0.0384719173794516,0.05133999176887969,-0.0567500727639931,0.159858556070265,0.0,12288,25.80762031278304
POU2F2,85,0.0385157014332116,0.04315162521095275,-0.0565347867556497,0.150299828693123,0.0,12289,25.801582030070648
ADAM7,85,0.0385430852519187,0.06189974301770487,-0.097217893740184,0.148547113833402,0.0,12290,25.795543747358252
LRRC23,85,0.0385898615596526,0.023779256114257772,-0.118288806196191,0.177327414535206,0.0,12291,25.789505464645856
MOK,85,0.0385962673109601,0.04572384979035456,-0.0933687197669781,0.179056372196034,0.0,12292,25.78346718193346
LCE3B,85,0.0385989579113195,0.03451730722775254,-0.117104882633789,0.154637973151821,0.0,12293,25.777428899221068
KIF1C,85,0.0386075850294628,0.03357384452805222,-0.109190559395483,0.172309661149458,0.0,12294,25.77139061650866
MOCS1,85,0.0386082396582755,0.028381701456668327,-0.074212415274917,0.17752475854599,2.3529411764705883,12295,25.765352333796265
LRRC70,85,0.0386432684934717,0.009709332499037533,-0.1222525733732,0.168551084530916,1.1764705882352942,12296,25.75931405108387
DECR2,85,0.0386536314717528,0.03395196782881283,-0.154818691094997,0.132620240214419,1.1764705882352942,12297,25.753275768371473
GCA,85,0.0386759148662459,0.03574860637006961,-0.0826507876762984,0.134254665789363,0.0,12298,25.74723748565908
EEIG2,85,0.0386843278189271,-0.0015152385998897834,-0.0947898008336146,0.174074600881659,0.0,12299,25.741199202946685
TRIM6,85,0.0386983633517354,0.02060560834533325,-0.125740234616841,0.171132707777109,0.0,12300,25.73516092023429
HYAL4,85,0.0387150340289487,-0.01318148907518317,-0.14396925374441,0.148829916399837,1.1764705882352942,12301,25.729122637521883
